SOLUTION_ID,CASE_ID,ORIGIN,SOLUTION_NO_KP,SOLUTION_FIRST_KP_NAME,SOLUTION_SECOND_KP_NAME,NODE1_PATH1_CATEGORY,NODE1_PATH1_TYPE,NODE1_PATH1_REFERENCE,NODE2_PATH1_CATEGORY,NODE2_PATH1_TYPE,NODE2_PATH1_REFERENCE,NODE1_PATH2_CATEGORY,NODE1_PATH2_TYPE,NODE1_PATH2_REFERENCE,NODE2_PATH2_CATEGORY,NODE2_PATH2_TYPE,NODE2_PATH2_REFERENCE,EDGE1_PATH1_PREDICATE,EDGE1_PATH1_ENDS,EDGE1_PATH1_REFERENCE,EDGE1_PATH2_PREDICATE,EDGE1_PATH2_ENDS,EDGE1_PATH2_REFERENCE
630,Q000639,DERIVED,2,Genetics,Clinical-COHD,biolink:Gene,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:gene_associated_with_condition,n00:n01,e00,biolink:correlated_with,n00:n01,e00
631,Q000640,DERIVED,2,Genetics,Automat,biolink:Gene,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:gene_associated_with_condition,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
632,Q000641,DERIVED,2,Genetics,Clinical-COHD,biolink:Gene,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:gene_associated_with_condition,n00:n01,e00,biolink:correlated_with,n00:n01,e00
633,Q000642,DERIVED,2,Genetics,Clinical-COHD,biolink:Gene,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:gene_associated_with_condition,n00:n01,e00,biolink:correlated_with,n00:n01,e00
634,Q000643,DERIVED,2,Genetics,Clinical-COHD,biolink:Gene,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:gene_associated_with_condition,n00:n01,e00,biolink:correlated_with,n00:n01,e00
635,Q000644,DERIVED,2,Genetics,Automat,biolink:Gene,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:gene_associated_with_condition,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
636,Q000645,DERIVED,2,Genetics,Clinical-COHD,biolink:Gene,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:gene_associated_with_condition,n00:n01,e00,biolink:correlated_with,n00:n01,e00
637,Q000646,DERIVED,2,Genetics,Clinical-COHD,biolink:Gene,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:gene_associated_with_condition,n00:n01,e00,biolink:correlated_with,n00:n01,e00
638,Q000647,DERIVED,2,Genetics,Clinical-COHD,biolink:Gene,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:gene_associated_with_condition,n00:n01,e00,biolink:correlated_with,n00:n01,e00
639,Q000648,DERIVED,2,Genetics,Automat,biolink:Gene,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:gene_associated_with_condition,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
640,Q000649,DERIVED,2,Genetics,Clinical-COHD,biolink:Gene,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:gene_associated_with_condition,n00:n01,e00,biolink:correlated_with,n00:n01,e00
641,Q000650,DERIVED,2,Genetics,Clinical-COHD,biolink:Gene,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:gene_associated_with_condition,n00:n01,e00,biolink:correlated_with,n00:n01,e00
642,Q000651,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
643,Q000651,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
644,Q000652,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
645,Q000653,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
646,Q000654,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
647,Q000654,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
648,Q000655,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
649,Q000656,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
650,Q000657,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
651,Q000657,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
652,Q000658,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
653,Q000659,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
654,Q000660,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
655,Q000660,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
656,Q000661,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
657,Q000662,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
658,Q000663,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
659,Q000664,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
660,Q000665,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
661,Q000665,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
662,Q000666,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
663,Q000667,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
664,Q000668,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
665,Q000668,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
666,Q000669,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
667,Q000670,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
668,Q000671,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
669,Q000671,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
670,Q000672,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
671,Q000673,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
672,Q000674,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
673,Q000674,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
674,Q000675,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
675,Q000676,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
676,Q000677,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
677,Q000677,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
678,Q000678,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
679,Q000679,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
680,Q000680,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
681,Q000680,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
682,Q000681,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
683,Q000682,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
684,Q000683,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
685,Q000683,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
686,Q000684,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
687,Q000685,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
688,Q000686,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
689,Q000687,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
690,Q000688,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
691,Q000688,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
692,Q000689,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
693,Q000690,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
694,Q000691,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
695,Q000691,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
696,Q000692,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
697,Q000693,DERIVED,2,Genetics,Genetics,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:genetic_association,n00:n01,e00
698,Q000694,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
699,Q000695,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
700,Q000696,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
701,Q000697,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
702,Q000698,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
703,Q000699,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
704,Q000700,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
705,Q000701,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
706,Q000702,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
707,Q000703,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
708,Q000704,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
709,Q000705,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
710,Q000706,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
711,Q000707,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
712,Q000708,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
713,Q000709,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
714,Q000710,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
715,Q000710,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
716,Q000711,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
717,Q000712,DERIVED,2,Genetics,Automat,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
718,Q000713,DERIVED,2,Genetics,Clinical-COHD,biolink:Pathway,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:genetic_association,n00:n01,e00,biolink:correlated_with,n00:n01,e00
